1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
1.732	1.732	0.000	
