521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
521.929	-18.040	368.934	-0.031	-0.001	1.452	
